sentimen	Tweet
0	mention jasmev yg pernaherang kamu dengan kata2 kasar jenderal08 presiden2014com
1	perempuan dinikahi kerana 4 perkara pilihlah kerana agamanya nescaya kamu bahagia 
-1	pengen marah tapi gak boleh gini gini disini aku penanggungjawab soal dokumen nah kalau ada apa apa ya mbok ce 
1	cik din panggil mai kerja cashier mydin balik hahaha bagi gaji basic 2k baru aku pi 
1	yaaaaayyy
1	ayo jadi mamaku biar aku banyak punya mama 3
-1	mandi saja aku malas apalagi suruh ngejar ngejar kamu mas 
0	nctea selama ini aku cuma tau fotonya jisung aja yg disini dan sekarang udah tau video nya mission complete https 
1	aku selalu berusaha untuk ada disaat kamu membutuhkan begitulah diriku yang sebenarnya yang ingin melihatmu selalu bahagia 
-1	bukan nak marah nak hamun tetibe tak tentu pasal mende takde kaitan dengan diri sendiri kene tuduh macam ii mulut 
0	tadi masa bagi makan kt itik aku sajalah tanya dlm loghat nismilan woi itik ekau kuek makan eh kuek kuek kuek 
-1	kamu salah able 
-1	bukan nak kata apalah tapi pakwe kau sanjung mak kau datang sini tanya makan minum kau kau layan mcm nak tanak je haih sedih aku tengok
1	kalo kamu sayang sama aku kamu pasti tau apa yang aku rasakan ' 
0	tengok anak buah aku gais 
1	aku siap mas 
1	thank you sistur doakan kejayaan aku 
1	aslian aku ngebayanginnya ketawa trus wkwkwk
0	sabar ya maas kalo kamu jelle mainnya hari ini 
0	bayarnya sendiri ongkir ditanggung sendiri kirimnya ya kerumah sendiri grup hemat itu isti 
1	jika kamu ingin seseorang percaya padamu hal pertama yg harus dilakukan adalah meyakinkan mereka bahwa kamu mempercayai mereka 
0	tadi beli burger pakcik tu bagi diskaun sebab dia kata aku comel pftf
0	tidak mau melewatkan kisahklasiktrans7 tapi masih dijalan nanti malam ikuti livetreaming kita saja pastikan kam 
-1	aku keje mcm nk mampos kau buat aku mcm gini eh 
1	apacik yg aku gatauu wkwk
0	aku pernah ketemu charlie puth tapi pas ketemu mukanya lagi bonyok gitu gak tau kenapa 
-1	kita berada di zaman bahwa ceklis biru di whatsapp itu menyakitkan kalau nggak langsung dibales udah gitu last seen n 
-1	jadi aq harus manggil dek nggak ngerti aku lupaaaaa semwa 
0	wah serius bali jugaaa hahahaha sudah aku fllbck ya 
0	bgun pgi je bkak twitter tgok2 dh 10k tq smua nie lgi sorang aku bgun2 je dia dh ad kt seblh penat sgt lh tu sian dia candi 
0	giveaway ale dalam rangka ultahnya kim namjoon aku mau ngerayain dengan giveaway album bts rules 
1	aku apalagi kak wkwkkwk
1	makkkk ucapin aku ultah dong sekalian sama kadonya ya 
0	aku rasa kalau kau mesti pick support role dlu pastu tukar fikiran main carry 
1	hahahahaa gi mkn2 je pun kawan aku tikah yg dri johor tu dtg so bawak la dia jenjalan nk pegi mana 
0	help mini giveaway karena ini soothing gel gaakan kepake aku mau ga in aja yaa fungsinya sama kok kaya aloe vera cuma 
-1	mungkin ramai aktivis mahasiswa takkan bersetuju dengan aku tapi atleast tunjuk sikit nilai keberadaban kau bila bersama 
0	wih apaan tuh 
0	bukan tak nak kdg tu aku rasa macam kapitalis pulaori lah kalau rasa macam kasarbb ni monolog dalam diri aku w 
0	sama lah kawan bertahun tahun pastu tak berkawan pun bertahun tahun 
1	hahaha anjir
1	agreed 
0	atau dialog pilm yang ga kalah melegenda ini barusan saya ngelempar pulpen ke orang gara gara ada yg berisik di ruangan 
0	syaland aku jadi ingin makan mie
0	chemotherapy gdp cycle 2 day 1 orang lain sibuk daftar sem aku sibuk daftar wad doakan yg baik baik https 
0	yowes sayang aku gak lek sayang bawain aku amer
-1	bangsat ha carutan 1st aku hari jumaat ni p kat budak ni lawak nau la tu 
-1	eirockya yg di radal dan pim jg itu ga enak sih imo rasa soto aku ingin ke aeon 
1	bersusah susah dahulu bersenang senang kemudian kau kaya dulu aku kaya kemudian 
-1	menyesal nya aku tolong org mcm kau kenapa lah aku selalu fikir yg kau ni akan berubah tapi hakikatnya kau memang tak akan berubah 
-1	wkwk aku blm dapet oi
1	tuhan tolong aku ku tak dapat menahan rasa di dadaku
-1	boys out there kalau girlfriend panggil kau babi babi leave her immediately it is toxic relationship you deserve mor 
-1	bagaimana sikap kamu jika ada teman kantormu yang bersikap seperti bos pen gw tajong gitu 
0	ya allah jadi mau pindah ke tempat kamu aja nder
1	aku yang triggered tengok poster tu apabenda tah emo kejap hahahahaha
0	pagi tadi ada kem motivasi tetibe die pasang lagu gem ruh mata aku pun berhabuk
0	dia kata tapi bas nak gerak ni aku katalah kejap kak saya lari pegi print ni kejap jee dan dia kata lagi 
0	aku bermimpi sedang berbincang dengan teman teman ku waktu itu aku masih percaya tuhan 
1	yes tetap presiden bpk mantap 
-1	karena doi bikin aku gedeg emosi yg tak terhingga aku giveaway pulsa 5k buat 2 orang inierius aja aku umumin beso 
-1	dia suka bagi fake hope kat aku 
1	aku tunggu kak 
0	tapi aku tu 
0	kau tuh sedar sikit kau keluar ngan kawan pon guna duit bapak aku jugak lain la kau guna duit sendiri
-1	apadaya aku yg ga cuping tapi cte bawaan lahirr
-1	aku tak cakap tak sedih sedih la gak tapi most of the time aku tutup mata dah cenna burn 15 hinggit
1	biarpun aku gak keren tapi aku bisa selalumembuat kamu tertawa nobita
-1	nctea gifnya setengah detik aku baper berkepanjangan 
0	hadiahnya 2 dear me lip coat shade dear fanny untuk 2 orang deadlineabtu 15ept 18 pukul 7 malam w 
1	klo ak pnya pintu doraemon ak pngen masuk ke hati km biar ak tau perasaan km ke ak sama gak kaya perasaan aku ke km
1	sekarang jugak aku install tiktok 
0	saya mau ngelamar anak ibu pekerjaan kamu apa saya pemain bola mau dikasih makan apa anak saya ya makan nasi bu 
-1	aku sedang mengkaji rasa yang kian lama kerap meresahkan jiwa ketika memejam dalam gelap ruang kau seolah hadir da 
0	undur undur 
0	kamu baring deh garing
-1	tak semua lelaki trash arghhh 
1	snow menipu tapi aku suka 
-1	rugi la aku vote cantu hmm
-1	aku tak bersedia nak hadapi sebarang kemungkinan dalam relay ni sekali lagi im sorry 
-1	hati ku satu tak patahkan jadi dua patahan yang satu kamu bawa agar saat kamu pergi dariku kamu tau ada orang yang menyia 
0	jadi dpn mata aku bf keja melaka gf keja johor yg si gf tiap malam keluar dgn laki lain satu company yg x bole 
1	aku takperlu nak sedih sbb dia yg bodoh lepaskan orng yg betul2 sygkan dia 
1	semoga tabah dan sabar dalam setiap ujian yang aku terima 
0	tutup la aurat kalau ye pun hehehehe 
0	no no no itu panggilan buat aku unn
1	aku ikooodddd
0	kang sakit sampai nazak kang baru cari nenek nak jumpa nenek padahal masa sihat taknak jumpa pun bila ada kenduri 
0	kalau ada jangan lupa tag aku 
0	ngetik kangen aku tuh hapus ldmstro 
1	rasa tulus mencintai seseorang kamu pikir berapa kali akan muncul dalam satu kehidupan kamu tak tau betapa berha 
-1	aku menampung patah hatimu yang murung sedang kau tak pernah beranjak dari cinta yang membuatmu retak 
-1	eh eh bukan buat kamu kok 
1	sama dgn aku mekanikal jugak tapi macam mustahil je terjumpa nnti hahahaha btw goodluck study hahaha
1	baru tau aku thanks mbak
-1	ga mau ntar kamu ketagihan tipsen truss
1	kerenan nonton film wiroableng pendekar kapak maut naga geni 212 aku ngeri liat film jadul 
0	waktunya makan siang makan lotek pake cabe 1 aja tiara makannya level pedes paling pecundang gitu katanya ha 
-1	aku cuma bercandaekatzun sayaaaang maafin aku 
0	kamu bekerja apa hft
0	siapa yg berani nemenin aku retweet ya 
0	minya aku belah jadi 2 biar ala ala yutuber ngereview indomie gitu kan biasanya mi dibelah 2 maafkan kompornya iy 
0	betul ke mrsm ini ada kategori dan berbeza beza jadi mrsm mana yang paling baikapa masuk mrsm dulu aku nak isi borang ni 
0	lewat aja nih kamu ganiat jb aku 
0	rlt siapa tau ada yg minat lg bu banget nih reply aja nnt aku dm makasih 
1	duniaku masih kamu 
1	jika suatu hari nanti di dirimu aku sudah kurang berarti kumohon tetap sapalah walau hanya dalam puisi 
1	hahahaahahhahahahhaahahhahahshshahahahahahahha pqoootttttt tah mana tau dia lagi pun ka 
1	mazmur 91 15 kalau ia berseru kepada ku aku akan menjawabnya di waktu kesesakan aku ak 
1	weh kenapa duduk sini aku asyik macam nak sakit je haih kuatlah
0	daniel kan bayi besar berarti aku juga 
0	ade segalanya aku ad ape tapelah aku pergi ni jangan cari aku ko pon da buang aku kan tade angin tade rib 
1	kamu cantik apalagi kalau jb tweet aku
-1	sedih la yang pasal kucing dobi tu aku kalau dapat mamat tu memang aku kerat 14
0	borak dengan semalam di event vans nadhir is the artist behind budak nakal s album cover and aku terkesan betu 
-1	a aku ga ngapa ngapain kamu
0	dan setelah aku tanya kesalah satu ibu2 itu ada yg jwb aku liat di fb bisa buat lumpuh tangan bengkak dan buat i 
0	pm kata ok kamu semua nak sibuk apa 
0	double park haish selipe aku belom penah makan muke org lg kang muke ko lak y merasmikn nnt 
0	asal tetiba si kembar tu muncul dalam mimpi aku 
-1	kamu galak
0	han jisung birthday giveaway sambil ngerayain ultah han jdi aku mau bikin giveaway hadiah tempat pc amp lampu tumbl 
0	makan tido makan tido hari ni aku mereput je la kat rumah hadap diorang ni haih 
0	aku kalo stress pelepas stresnya belajar karena akarnya dari tugas gambar jadi seringin stress
-1	menitik air mata aku terbayang betapa terseksa kucing betina bunting tu mati melecur dalam mesin dryer kedai dobi taman 
1	cinhappp happy birthday aduduu udah jarangg ketemu aku nihh semangat trs ya kamu di team j jangann lemot2 lagiii 
0	i remember my secondary school teacher telling me zakaria kamu takkan ke mana dengan perangai macam ni well pe 
1	nga lah aku lg nungguin pria2 jumatan iya sama2 saling mendoakan
1	suka lucu ngeliat kelakuan orang orang yg ngerasa ga enak hati sama aku aku nya aja ndak papa lhooooo 
-1	kalau bnda tu jadi lgi aku mals dh nk merayu 
-1	complicated btul aku usha dak2 ptptn 
-1	haruskah unfollow semua olshop yg seliweran di ig ini jangan menggoda ku aku gatahan kalau di godaeriusan 
1	kwk ku juga dulu begitu ketemu pas lagi bruntusan trs dia bilang mau kamu jerawatan segede alaihim 
1	nsib baik aku tk simpan lgi
0	sumpah hangkrekeng tak kirim nang kon pas aku bingung 
1	iya aku kutikut ngetawain dan post skrinsyutnya pula maafkan aku dekjom sok2an ngetawain padahal 
1	mau yang manis liat erin aja dev hehe bercanda okay tunggu ya aku masuk ke supermarket dulu erin be 
-1	aku pamit dan jangan cari aku 
-1	aku menyerah terhadapnya padahal dari kemarin sudah meyakinkan diri buat ikhlas ikhlas buat semua yg akan terjadi 
0	dkt fb org share org beranak dkt twitter org rt org beranak aku mabuk tauu dah lah jenis takut darah 
0	am hy ada yg mau aku follow ga rt aja ko yeri 
0	terus apa dong kalo bukan manusia purba manusia pra sejarah 
0	newbie temen aku gisel 18th info tarif bo wa 087889579842 serius chat ya include hotel tebet availjaksel openboj 
0	macam mana bos aku tau aku tengah menyorok kat malaysia ni aku dah tak buat dah kerja2 spy ni aku dah bersara nak hidup 
-1	apakah masih ada aku di hati mu 
-1	sejuk gedi kat jetty ni aku menyesal tak bawak jaket 
0	kalau kwn aku pregnant aku cari kau kata fathia latif first of all kalau kau kwn yg baik kau halang dah member 
1	ga buat tas gucci tinggal aja kan yaa aku seumur2 blm pernah menang ga wkwkwkwkw 
1	mohon rmi lelaki yg merokok buat mcm ni hahahha
1	mmg aku duk sana tuk makan je hahahaha
-1	aku banyak diam bukan sebab aku taknak bergaul tapi aku penat sembang kosong 
1	erghh mungkin boleh dipertimbangkan aku sejak kebelakangan ni makin pendek tangannya hahahhaha
0	cerita baik apa yg akan kamu tinggalkan kepada anak cucumu 
0	habis jumatan ntar mampir cobain masakan kamu 
-1	i would but aku lagi kurang bermoney
1	hah hahaha geli banget gue pake emot jempol udah kayak bapak bapak di wa 
-1	jauhkan aku dari jadi lelaki macam ni
0	masa kerja mfm pernah je masuk morning sampai closing sebab staff tk cukup so setakat kerja office kerluar awal pag 
0	dari dulu sampai sekarang kawan perempuan memang suka makan aku kenyang tak gais 
-1	army dan bts paling menonjol dri smuanya army mau bernafas aja disalahin mau jalan aja disalahin 
0	tengah tunggu makanan kat kedai makan bro sebelah ni mintak izin nak hisap rokok emmm kenapa aku kata okay adoii 
-1	bila aku decide nak resign ni kau pujuk la aku offer gaji 2k pun aku taknak weh tak payah nak tunjuk baik 
0	hai mohon maaf atas ketidaknyamanannya pastikan jaringan koneksi internet kamu stabil dan cek secara berkala ya 
0	true one of my ex like terlampau busy bekerja tak contact langsung almost 6 months last aku dah 
0	pernah rasa perasaan ni masa tu kecik lagi simpan duit raya konon2 taknak bagi kat umi akhirnya ditemui berluban 
-1	lohhhh kamu masaoloh ku beemu dengan mu di tempatepei ini heh tan balik lu anjerr
1	lebih enak kalau langsung ajak ngomong mah beberapa org ada yang ajak aku fambest dulu ta 
-1	vi vi vi vi vitachimin hyeongie aku kaaa aangen banget sama hyeongie ku yang gemasnya kayak squishy ini chim 
-1	yg mna rasa diri tu depressed smpai rasa nk suicide tu kene sedar skit yg oku lain pn pernah rasa depression tu mcm 
1	aku suka spongebob uwu
0	masa aku jatuh dulu kau yang sambut aku weh kau layan aku macam puteri tapi sekarang kau buang aku macam tu je 
0	bila malam tiba aku selalu bertanya tanya apa yang kau lakukan bila kau di sam 
1	tak sengaja aku melihatmu tersenyum padaku
0	omg aku doa makcik medan atas sentiasa dalam jagaan allah baiknyaa tadi aku tanya dia harga telur dadar yang ada cili 
0	serang banten bukan aku serang tapi gapernah ke jakarta pake kendaraan umum jadi gatau wkwk
0	aku ada dm aka
1	selamat pagi jumat dan doaku hari ini masih tertuju kepadamu agar kamu percaya mengawali hari dengan mengingatmu sering 
0	aku baca crazyrichsurabayan tuh kok tidak terlalu kaget ya karna sering ketemu dan mendengar ceritanya langsung 
0	yuk persiapkan diri untuk 2019jadiasn jangan lupa informasi resmi hanya beredar dari menpan bkn dan bkd setempat pen 
0	yang belum aku follback retweet dong 
-1	latihan pun percuma saja aku memang nggak berbakat percuma berbakat 
-1	pusinggg bingung takut hemm aku kudu piye iki
1	amiiiin goodluck anw 
-1	makanan dia kalau boleh jgn la bagi makanan kering tu ja kesian la dia ade selera lain gak perut dia tu bg dia makan 
0	tak tutup lampu pun kemain azab aku nak tengok muka dia
0	aku ada jeno doyoung lucas bisa shopee dm ajaa
0	kemarin bos aku hamil
-1	idm aku tidak mau merinding sendirian 
0	apooooo airasia hahaha tknk dah aku
-1	kau ni sikit2 nak butthurt kalo aku menganjing kau tahu tak erti sakit hatialam jumaat bye
0	nak cerita kisah hidup aku lah 'cause i feel free to share korang orite tak orite 
1	aku menguap lebih 10 kali kot hahaha
0	mana laa lori nih cust aku pakat dok tny dah ni eemmm
-1	hari jumaat jgk nk buat aku sakit hati haihh bukan nk racist ke apa tp mmg bangsat la kalau perangai mcm ni
0	ahhh jgn lama2 ntr aku dimana 
0	aku nk nasihatkan para wanita yg buat cod tolong hati hati dan harap sgt korang brteman never let urself alone bila cod yes 
-1	kan kamu jadi halla nggak minat ngenalin aku ke zn noona gitu 
0	mantan teman sekantor hari ini konser kisah klasikheila on 7 akan hadir menemani jumat malam kamui 
0	nanti semua gambar kalau nak upload aku post kat vsco je
0	aku semalem nonton kamu ayo sampein salam ke jo insung sama joohyuk 
0	selamat berehat mr acappan antara pelawak aku suka amp evergreen selainathiya 
0	da banyakkk retweet da tu masih kenal aku lagi takkk 
0	hi semuanya aku adain give away nih give away nya album bts yg love yourself answers yey cukup follow dan retwee 
-1	kerja last minute sumpah penat gila hm bila nak taubat pon tak tahu la hahahahahhahahaha ni dah 2nd time aku 
-1	aku ni tempat puas nafsu je ke babi 
0	aku pernah cuba berbaik dengan kawan akuhe s the first person yang tegur aku masa memula masuk kole 
-1	91mateskuuu aku kaya anak ilang disini 
0	yup pelik jgk 
1	aku juga nyari astaga 
1	aku mauu
1	this is especially the truth aku pun nasib baik tak rosak liver konon nak cepat kurus cut sugar intake calorie counting 
0	astaghfirullah bukannya itu mantan kamu ya 
0	hei aku adalah rusa cek punyamu whatanimalareyou
-1	mana nih yang uda mencak2 nyoh makan nyoh gak ada niatan minta maaf malu ya kamu 
-1	bye pun salah tak hi lagi salah 
0	dulu cakap lain bila dh dpt cakap lain aku tk thu nak kategorikan sejenis apa dia ni 
0	petang tadi dok lepak2 pantai lepas tu perasan ada dua awek dok tonggeng2o aku decide utk datang dekat depa tanya buat a 
-1	ini kenapa aku takut sama cowok udah berusaha untuk ga mau generalisasi but somehow it's pretty hard
-1	dengan perempuan pun aku tak melayan sgt apa lagi yang lelaki 
